Year;Title;Artist;Genre;Duration (seconds);Duration (min:sec);Release Date;Popularity
2018;Silver Lining;Mt. Joy;pov: indie, stomp and holler;198;3:18;2018-03-02;77
2018;Shoota (feat. Lil Uzi Vert);Playboi Carti, Lil Uzi Vert;atl hip hop, plugg, pluggnb, rage rap, rap;153;2:33;2018-05-11;79
2018;Mo Bamba;Sheck Wes;pop rap, rap, trap;183;3:03;2018-10-05;80
2018;Sundress;A$AP Rocky;east coast hip hop, hip hop, rap, trap;158;2:38;2018-11-20;81
2018;Nonstop;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;238;3:58;2018-06-29;81
2018;Taking A Walk;Trippie Redd;melodic rap, rap, trap;121;2:01;2018-08-10;78
2018;Reflections;The Neighbourhood;modern alternative rock, modern rock, pop;244;4:04;2018-11-02;85
2018;Overdue (with Travis Scott);Metro Boomin, Travis Scott;rap;166;2:46;2018-11-06;81
2018;BUTTERFLY EFFECT;Travis Scott;hip hop, rap, slap house;190;3:10;2018-08-03;82
2018;Armed And Dangerous;Juice WRLD;chicago rap, melodic rap, rap;169;2:49;2018-12-10;78
2018;Look Back at It;A Boogie Wit da Hoodie;melodic rap, rap, trap;179;2:59;2018-12-21;78
2018;Girls Need Love (with Drake) - Remix;Summer Walker, Drake;r&b, rap;222;3:42;2018-10-19;81
2018;Let Me Down Slowly;Alec Benjamin;alt z, pop, pov: indie;169;2:49;2018-11-16;87
2018;You Make It Easy;Jason Aldean;contemporary country, country, country road, modern country rock;196;3:16;2018-04-13;75
2018;5% TINT;Travis Scott;hip hop, rap, slap house;196;3:16;2018-08-03;81
2018;Stir Fry;Migos;atl hip hop, hip hop, pop rap, rap, trap;190;3:10;2018-01-26;77
2018;Youngblood;5 Seconds of Summer;boy band, pop;203;3:23;2018-06-15;83
2018;Falling Down - Bonus Track;Lil Peep, XXXTENTACION;cloud rap, emo rap, lgbtq+ hip hop;196;3:16;2018-11-09;81
2018;Dead To Me;Kali Uchis;colombian pop;199;3:19;2018-04-06;79
2018;Life Goes On;Lil Baby, Gunna, Lil Uzi Vert;atl hip hop, atl trap, rap, trap;247;4:07;2018-05-18;77
2018;Happier;Marshmello, Bastille;brostep, edm, pop, progressive electro house;214;3:34;2018-08-17;84
2018;If I Know Me;Morgan Wallen;contemporary country;157;2:37;2018-04-27;75
2018;High Hopes;Panic! At The Disco;pop;190;3:10;2018-06-22;82
2018;Hide (feat. Seezyn);Juice WRLD, Seezyn;chicago rap, melodic rap, rap;205;3:25;2018-12-14;78
2018;The Middle;Zedd, Maren Morris, Grey;complextro, edm, german techno, pop, pop dance;184;3:04;2018-01-23;82
2018;Charleston Girl (Live);Tyler Childers;kentucky indie, kentucky roots, outlaw country;179;2:59;2018-06-29;74
2018;Ghost Town;Kanye West, PARTYNEXTDOOR;chicago rap, hip hop, rap;271;4:31;2018-06-01;78
2018;Praise The Lord (Da Shine) (feat. Skepta);A$AP Rocky, Skepta;east coast hip hop, hip hop, rap, trap;205;3:25;2018-05-25;84
2018;I Like Me Better;Lauv;pop;197;3:17;2018-05-31;84
2018;CAN'T SAY;Travis Scott;hip hop, rap, slap house;198;3:18;2018-08-03;80
2018;Kevin’s Heart;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;200;3:20;2018-04-20;76
2018;1400 / 999 Freestyle;Trippie Redd, Juice WRLD;melodic rap, rap, trap;175;2:55;2018-11-09;76
2018;Candy Paint;Post Malone;dfw rap, melodic rap, pop, rap;227;3:47;2018-04-27;78
2018;One Kiss (with Dua Lipa);Calvin Harris, Dua Lipa;dance pop, edm, electro house, house, pop, progressive house, uk dance;214;3:34;2018-04-06;87
2018;Talkin' Tennessee;Morgan Wallen;contemporary country;221;3:41;2018-04-27;74
2018;Little Dark Age;MGMT;alternative rock, indie rock, indietronica, modern rock, rock;299;4:59;2018-02-09;82
2018;Wake Up in the Sky;Gucci Mane, Bruno Mars, Kodak Black;atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap;204;3:24;2018-09-14;80
2018;Russian Cream;Key Glock;memphis hip hop, rap, southern hip hop, tennessee hip hop, trap;142;2:22;2018-02-02;74
2018;From the Subway Train;Vansire;bedroom pop, rochester mn indie;57;0:57;2018-04-26;79
2018;Nuketown (feat. Juice WRLD);Ski Mask The Slump God, Juice WRLD;hip hop, miami hip hop, pop rap, rap, trap, underground hip hop;166;2:46;2018-11-30;76
2018;Prom Queen;Beach Bunny;bubblegrunge, chicago indie, indie pop, pov: indie;136;2:16;2018-08-10;81
2018;Fell In Luv (feat. Bryson Tiller);Playboi Carti, Bryson Tiller;atl hip hop, plugg, pluggnb, rage rap, rap;206;3:26;2018-05-11;77
2018;Psycho (feat. Ty Dolla $ign);Post Malone, Ty Dolla $ign;dfw rap, melodic rap, pop, rap;221;3:41;2018-04-27;80
2018;Tequila;Dan + Shay;contemporary country, country, country road;196;3:16;2018-06-22;75
2018;Shallow;Lady Gaga, Bradley Cooper;art pop, dance pop, pop;215;3:35;2018-10-05;85
2018;Eastside (with Halsey & Khalid);benny blanco, Halsey, Khalid;pop;170;2:50;2018-12-07;81
2018;R.I.P.;Playboi Carti;atl hip hop, plugg, pluggnb, rage rap, rap;192;3:12;2018-05-11;78
2018;Wasted (feat. Lil Uzi Vert);Juice WRLD, Lil Uzi Vert;chicago rap, melodic rap, rap;258;4:18;2018-12-10;77
2018;Magic In The Hamptons (feat. Lil Yachty);Social House, Lil Yachty;;164;2:44;2018-06-08;75
2018;Faucet Failure;Ski Mask The Slump God;hip hop, miami hip hop, pop rap, rap, trap, underground hip hop;145;2:25;2018-11-30;75
2018;I Like It;Cardi B, Bad Bunny, J Balvin;pop, rap;253;4:13;2018-04-06;80
2018;ZEZE (feat. Travis Scott & Offset);Kodak Black, Offset, Travis Scott;florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino;228;3:48;2018-12-14;78
2018;worldstar money (interlude);Joji;viral pop;126;2:06;2018-02-14;78
2019;Cruel Summer;Taylor Swift;pop;178;2:58;2019-08-23;100
2019;Heading South;Zach Bryan;classic oklahoma country, modern country pop;171;2:51;2019-09-30;85
2019;Lover;Taylor Swift;pop;221;3:41;2019-08-23;91
2019;All Your'n;Tyler Childers;kentucky indie, kentucky roots, outlaw country;218;3:38;2019-08-02;82
2019;Circles;Post Malone;dfw rap, melodic rap, pop, rap;215;3:35;2019-09-06;89
2019;Heart To Heart;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;211;3:31;2019-05-10;86
2019;MIDDLE CHILD;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;213;3:33;2019-01-23;84
2019;ORANGE SODA;Baby Keem;hip hop, rap;129;2:09;2019-07-19;83
2019;HONEST;Baby Keem;hip hop, rap;172;2:52;2019-07-19;83
2019;The Man;Taylor Swift;pop;190;3:10;2019-08-23;87
2019;rises the moon;Liana Flores;pov: indie;161;2:41;2019-04-10;85
2019;Paper Rings;Taylor Swift;pop;222;3:42;2019-08-23;87
2019;Beer Never Broke My Heart;Luke Combs;contemporary country, country;186;3:06;2019-11-08;81
2019;Jealous;Eyedress;noise pop;122;2:02;2019-12-06;85
2019;All Of The Girls You Loved Before;Taylor Swift;pop;221;3:41;2019-08-23;87
2019;ARE WE STILL FRIENDS?;Tyler, The Creator;hip hop, rap;265;4:25;2019-05-17;82
2019;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone, Swae Lee;dfw rap, melodic rap, pop, rap;157;2:37;2019-09-06;87
2019;Miss Americana & The Heartbreak Prince;Taylor Swift;pop;234;3:54;2019-08-23;84
2019;Watermelon Sugar;Harry Styles;pop;174;2:54;2019-12-13;90
2019;Someone You Loved;Lewis Capaldi;pop, uk pop;182;3:02;2019-05-17;90
2019;YKWIM?;Yot Club;bedroom pop;212;3:32;2019-05-31;83
2019;EARFQUAKE;Tyler, The Creator;hip hop, rap;190;3:10;2019-05-17;82
2019;Wow.;Post Malone;dfw rap, melodic rap, pop, rap;149;2:29;2019-09-06;84
2019;What You Heard;Sonder;experimental r&b;238;3:58;2019-02-22;80
2019;Let Go;Aaron May;;176;2:56;2019-02-28;80
2019;NEW MAGIC WAND;Tyler, The Creator;hip hop, rap;195;3:15;2019-05-17;82
2019;One Man Band;Old Dominion;contemporary country, country, country road, modern country rock;186;3:06;2019-10-25;78
2019;You Need To Calm Down;Taylor Swift;pop;171;2:51;2019-08-23;84
2019;The Grinch;Trippie Redd;melodic rap, rap, trap;91;1:31;2019-11-22;80
2019;Under The Influence;Chris Brown;pop rap, r&b, rap;184;3:04;2019-10-04;89
2019;Hell N Back;Bakar;uk alternative hip hop;213;3:33;2019-08-15;83
2019;Cry;Cigarettes After Sex;ambient pop, dream pop, el paso indie, shoegaze;256;4:16;2019-10-25;79
2019;Mrs Magic;Strawberry Guy;bedroom pop;208;3:28;2019-07-24;81
2019;LA CANCIÓN;J Balvin, Bad Bunny;reggaeton, reggaeton colombiano, trap latino, urbano latino;242;4:02;2019-06-28;86
2019;Kingston;Faye Webster;atlanta indie, indie pop;202;3:22;2019-05-24;79
2019;Ballin' (with Roddy Ricch);Mustard, Roddy Ricch;cali rap, pop rap, rap, southern hip hop, trap;180;3:00;2019-06-28;81
2019;The Archer;Taylor Swift;pop;211;3:31;2019-08-23;83
2019;Condemned;Zach Bryan;classic oklahoma country, modern country pop;174;2:54;2019-08-24;77
2019;Cinnamon Girl;Lana Del Rey;art pop, pop;300;5:00;2019-08-30;85
2019;Adore You;Harry Styles;pop;207;3:27;2019-12-13;86
2019;Robbery;Juice WRLD;chicago rap, melodic rap, rap;240;4:00;2019-03-08;82
2019;Let Me Know (I Wonder Why Freestyle);Juice WRLD;chicago rap, melodic rap, rap;215;3:35;2019-12-07;80
2019;when the party's over;Billie Eilish;art pop, electropop, pop;196;3:16;2019-03-29;85
2019;The Box;Roddy Ricch;melodic rap, rap, trap;196;3:16;2019-12-06;83
2019;Death By A Thousand Cuts;Taylor Swift;pop;198;3:18;2019-08-23;81
2019;everything i wanted;Billie Eilish;art pop, electropop, pop;245;4:05;2019-11-13;86
2019;Crazy Story, Pt. 3;King Von;chicago rap;191;3:11;2019-09-20;78
2019;Ransom;Lil Tecca;melodic rap, pluggnb, rap;131;2:11;2019-08-30;82
2019;Those Eyes;New West;toronto indie;220;3:40;2019-05-10;89
2019;Trust Issues;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;281;4:41;2019-08-02;81
2019;Streets;Doja Cat;dance pop, pop;226;3:46;2019-11-07;83
2019;Afterglow;Taylor Swift;pop;223;3:43;2019-08-23;83
2019;Sucker;Jonas Brothers;boy band, pop;181;3:01;2019-06-07;83
2019;HIGHEST IN THE ROOM;Travis Scott;hip hop, rap, slap house;175;2:55;2019-10-04;84
2019;Kilby Girl;The Backseat Lovers;pov: indie, slc indie;282;4:42;2019-01-27;78
2019;Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi);A$AP Ferg, Brent Faiyaz, Salaam Remi;hip hop, pop rap, rap, southern hip hop, trap;222;3:42;2019-08-16;78
2019;Doin' Time;Lana Del Rey;art pop, pop;202;3:22;2019-08-30;84
2019;Dior;Pop Smoke;brooklyn drill, rap;216;3:36;2019-07-26;83
2019;Baby (Lil Baby feat. DaBaby);Quality Control, Lil Baby, DaBaby;melodic rap, trap;142;2:22;2019-08-16;77
2019;Bubble Gum;Clairo;bedroom pop, indie pop, pop, pov: indie;175;2:55;2019-02-22;80
2019;Pop Out (feat. Lil Tjay);Polo G, Lil Tjay;chicago rap, rap;166;2:46;2019-06-07;80
2019;Before You Go;Lewis Capaldi;pop, uk pop;215;3:35;2019-11-22;86
2019;Cornelia Street;Taylor Swift;pop;287;4:47;2019-08-23;82
2019;7 rings;Ariana Grande;pop;178;2:58;2019-02-08;85
2019;I Think He Knows;Taylor Swift;pop;173;2:53;2019-08-23;80
2019;Money In The Grave (Drake ft. Rick Ross);Drake, Rick Ross;canadian hip hop, canadian pop, hip hop, pop rap, rap;205;3:25;2019-06-15;79
2019;False God;Taylor Swift;pop;200;3:20;2019-08-23;80
2019;Could've Been (feat. Bryson Tiller);H.E.R., Bryson Tiller;r&b, rap;252;4:12;2019-08-30;79
2019;Snow;Zach Bryan;classic oklahoma country, modern country pop;178;2:58;2019-08-24;75
2019;No Me Conoce - Remix;Jhayco, J Balvin, Bad Bunny;reggaeton, trap latino, urbano latino;309;5:09;2019-05-24;84
2019;Would That I;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;268;4:28;2019-03-01;75
2019;Daylight;Taylor Swift;pop;293;4:53;2019-08-23;85
2019;bad guy;Billie Eilish;art pop, electropop, pop;194;3:14;2019-03-29;85
2019;Are You Bored Yet? (feat. Clairo);Wallows, Clairo;pov: indie;178;2:58;2019-03-22;80
2019;London Boy;Taylor Swift;pop;190;3:10;2019-08-23;82
2019;Under The Sun (with J. Cole & Lute feat. DaBaby);Dreamville, J. Cole, Lute, DaBaby;hip hop, pop rap, rap, underground hip hop;202;3:22;2019-07-05;76
2019;Sofia;Clairo;bedroom pop, indie pop, pop, pov: indie;188;3:08;2019-08-02;81
2019;In My Room;Frank Ocean;lgbtq+ hip hop, neo soul;133;2:13;2019-11-02;79
2019;Goodbyes (feat. Young Thug);Post Malone, Young Thug;dfw rap, melodic rap, pop, rap;174;2:54;2019-09-06;81
2019;Popular Monster;Falling In Reverse;alternative metal, pop punk, rap metal;220;3:40;2019-11-20;78
2019;Formula;Labrinth;indie poptimism, pop;91;1:31;2019-10-04;85
2019;Falling;Harry Styles;pop;240;4:00;2019-12-13;85
2019;Better Together;Luke Combs;contemporary country, country;219;3:39;2019-11-08;76
2019;GONE, GONE / THANK YOU;Tyler, The Creator;hip hop, rap;375;6:15;2019-05-17;78
2019;Everything BoZ;Trippie Redd, Coi Leray;melodic rap, rap, trap;205;3:25;2019-08-09;76
2019;Make No Sense;YoungBoy Never Broke Again;baton rouge rap, rap;148;2:28;2019-10-11;76
2019;God Speed;Zach Bryan;classic oklahoma country, modern country pop;253;4:13;2019-08-24;74
2019;ME! (feat. Brendon Urie of Panic! At The Disco);Taylor Swift, Brendon Urie, Panic! At The Disco;pop;193;3:13;2019-08-23;81
2019;Lost in the Fire (feat. The Weeknd);Gesaffelstein, The Weeknd;dark clubbing, electro trash;202;3:22;2019-03-08;85
2019;RUNNING OUT OF TIME;Tyler, The Creator;hip hop, rap;177;2:57;2019-05-17;76
2019;Playing Games (with Bryson Tiller) - Extended Version;Summer Walker, Bryson Tiller;r&b, rap;143;2:23;2019-10-04;78
2019;Fine Line;Harry Styles;pop;377;6:17;2019-12-13;81
2019;Almost (Sweet Music);Hozier;irish singer-songwriter, modern rock, pop, pov: indie;217;3:37;2019-03-01;74
2019;i love you;Billie Eilish;art pop, electropop, pop;291;4:51;2019-03-29;81
2019;No Guidance (feat. Drake);Chris Brown, Drake;pop rap, r&b, rap;260;4:20;2019-06-28;80
2019;Bags;Clairo;bedroom pop, indie pop, pop, pov: indie;260;4:20;2019-08-02;78
2019;I Forgot That You Existed;Taylor Swift;pop;170;2:50;2019-08-23;79
2019;Sunday Best;Surfaces;bedroom soul;158;2:38;2019-01-06;77
2019;Truth Hurts;Lizzo;escape room, minnesota hip hop, pop, trap queen;173;2:53;2019-04-19;76
2019;Can I Call You Tonight?;Dayglow;austindie, indie rock, pov: indie;278;4:38;2019-11-14;79
2020;august;Taylor Swift;pop;261;4:21;2020-07-24;93
2020;Shut up My Moms Calling;Hotel Ugly;modern indie pop;164;2:44;2020-02-10;89
2020;cardigan;Taylor Swift;pop;239;3:59;2020-07-24;91
2020;Clean Baby Sleep White Noise (Loopable);Dream Supplier, Baby Sleeps, Granular Noise;;142;2:22;2020-04-29;88
2020;Clouded;Brent Faiyaz;r&b, rap;110;1:50;2020-02-07;85
2020;Heat Waves;Glass Animals;gauze pop, indietronica, modern rock, pov: indie, shiver pop;238;3:58;2020-08-07;91
2020;Glock In My Lap;21 Savage, Metro Boomin;atl hip hop, hip hop, rap, trap;193;3:13;2020-10-02;87
2020;You Should Probably Leave;Chris Stapleton;contemporary country, outlaw country;213;3:33;2020-11-13;83
2020;Infrunami;Steve Lacy;afrofuturism;178;2:58;2020-12-04;85
2020;Revival;Zach Bryan;classic oklahoma country, modern country pop;221;3:41;2020-05-08;81
2020;Heartless (feat. Morgan Wallen);Diplo, Morgan Wallen;edm, electro house, moombahton, pop dance;169;2:49;2020-05-29;81
2020;Runnin;21 Savage, Metro Boomin;atl hip hop, hip hop, rap, trap;195;3:15;2020-10-02;84
2020;Blinding Lights;The Weeknd;canadian contemporary r&b, canadian pop, pop;200;3:20;2020-03-20;92
2020;Rich Nigga Shit (feat. Young Thug);21 Savage, Metro Boomin, Young Thug;atl hip hop, hip hop, rap, trap;190;3:10;2020-10-02;83
2020;Sky;Playboi Carti;atl hip hop, plugg, pluggnb, rage rap, rap;193;3:13;2020-12-25;85
2020;Martin & Gina;Polo G;chicago rap, rap;132;2:12;2020-05-15;83
2020;...And to Those I Love, Thanks for Sticking Around;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;168;2:48;2020-02-14;81
2020;BEST INTEREST;Tyler, The Creator;hip hop, rap;127;2:07;2020-01-25;82
2020;telepatía;Kali Uchis;colombian pop;160;2:40;2020-12-04;85
2020;Took Her To The O;King Von;chicago rap;196;3:16;2020-03-06;81
2020;Low Down;Lil Baby;atl hip hop, atl trap, rap, trap;144;2:24;2020-05-01;80
2020;Forever After All;Luke Combs;contemporary country, country;232;3:52;2020-10-23;80
2020;Borderline;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;237;3:57;2020-02-14;84
2020;Been Away;Brent Faiyaz;r&b, rap;223;3:43;2020-02-07;80
2020;Secrets;A Boogie Wit da Hoodie;melodic rap, rap, trap;133;2:13;2020-06-19;80
2020;Heather;Conan Gray;bedroom pop, pop, pov: indie;198;3:18;2020-03-20;87
2020;Save Your Tears;The Weeknd;canadian contemporary r&b, canadian pop, pop;215;3:35;2020-03-20;89
2020;Starting Over;Chris Stapleton;contemporary country, outlaw country;240;4:00;2020-11-13;78
2020;Godzilla (feat. Juice WRLD);Eminem, Juice WRLD;detroit hip hop, hip hop, rap;210;3:30;2020-01-17;84
2020;Yale;Ken Carson;rage rap;106;1:46;2020-08-14;80
2020;Heartless;The Weeknd;canadian contemporary r&b, canadian pop, pop;198;3:18;2020-03-20;85
2020;Chicago Freestyle (feat. Giveon);Drake, Giveon;canadian hip hop, canadian pop, hip hop, pop rap, rap;220;3:40;2020-05-01;82
2020;Angels Like You;Miley Cyrus;pop;196;3:16;2020-11-27;91
2020;Levitating (feat. DaBaby);Dua Lipa, DaBaby;dance pop, pop, uk pop;203;3:23;2020-03-27;86
2020;the 1;Taylor Swift;pop;210;3:30;2020-07-24;82
2020;champagne problems;Taylor Swift;pop;244;4:04;2020-12-11;82
2020;exile (feat. Bon Iver);Taylor Swift, Bon Iver;pop;285;4:45;2020-07-24;83
2020;Good Days;SZA;pop, r&b, rap;279;4:39;2020-12-25;81
2020;Pain 1993 (with Playboi Carti);Drake, Playboi Carti;canadian hip hop, canadian pop, hip hop, pop rap, rap;149;2:29;2020-05-01;80
2020;Jugaste y Sufrí;Eslabon Armado, DannyLux;corrido, corridos tumbados, sad sierreno, sierreno;275;4:35;2020-12-18;80
2020;Go Stupid;Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It;chicago rap, rap;165;2:45;2020-05-15;79
2020;my tears ricochet;Taylor Swift;pop;255;4:15;2020-07-24;81
2020;Romantic Lover;Eyedress;noise pop;86;1:26;2020-08-07;81
2020;July;Noah Cyrus;alt z, pop;156;2:36;2020-05-15;81
2020;Crazy Train;Ozzy Osbourne;album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, nu metal, rock;293;4:53;2020-09-18;80
2020;Wishing Well;Juice WRLD;chicago rap, melodic rap, rap;194;3:14;2020-07-10;80
2020;Laugh Now Cry Later (feat. Lil Durk);Drake, Lil Durk;canadian hip hop, canadian pop, hip hop, pop rap, rap;261;4:21;2020-08-14;80
2020;One Of Them Girls;Lee Brice;contemporary country, country, country road, modern country rock;188;3:08;2020-11-20;77
2020;What You Know Bout Love;Pop Smoke;brooklyn drill, rap;160;2:40;2020-07-03;82
2020;Rehab (Winter In Paris);Brent Faiyaz;r&b, rap;180;3:00;2020-02-07;77
2020;Body Like A Back Road;Sam Hunt;contemporary country, country, country pop;162;2:42;2020-04-03;76
2020;willow;Taylor Swift;pop;214;3:34;2020-12-11;82
2020;illicit affairs;Taylor Swift;pop;190;3:10;2020-07-24;81
2020;GIVE HEAVEN SOME HELL;HARDY;contemporary country, modern country pop;217;3:37;2020-09-04;75
2020;On Me;Lil Baby;atl hip hop, atl trap, rap, trap;135;2:15;2020-12-04;77
2020;Broke In A Minute;Tory Lanez;canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap;132;2:12;2020-04-10;78
2020;Save Me;Jelly Roll;country rap, nashville hip hop, tennessee hip hop;240;4:00;2020-10-16;74
2020;you broke me first;Tate McRae;alt z, pop;169;2:49;2020-04-17;84
2020;No Idea;Don Toliver;pop rap, rap, trap;154;2:34;2020-03-13;81
2020;Brown Sleep Noise;Sleep Miracle;color noise, sleep, white noise;248;4:08;2020-12-16;78
2020;Come & Go (with Marshmello);Juice WRLD, Marshmello;chicago rap, melodic rap, rap;205;3:25;2020-07-10;79
2020;ILoveUIHateU;Playboi Carti;atl hip hop, plugg, pluggnb, rage rap, rap;135;2:15;2020-12-25;79
2020;Time Flies;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;192;3:12;2020-05-01;79
2020;invisible string;Taylor Swift;pop;252;4:12;2020-07-24;79
2020;Not You Too (feat. Chris Brown);Drake, Chris Brown;canadian hip hop, canadian pop, hip hop, pop rap, rap;269;4:29;2020-05-01;79
2020;mirrorball;Taylor Swift;pop;208;3:28;2020-07-24;81
2020;WAP (feat. Megan Thee Stallion);Cardi B, Megan Thee Stallion;pop, rap;187;3:07;2020-08-07;80
2020;3 Headed Goat (feat. Lil Baby & Polo G);Lil Durk, Lil Baby, Polo G;chicago drill, chicago rap, drill, hip hop, pop rap, rap, trap;169;2:49;2020-05-08;76
2020;The Good Ones;Gabby Barrett;contemporary country;215;3:35;2020-06-19;75
2020;I Hope;Gabby Barrett;contemporary country;210;3:30;2020-06-19;76
2020;death bed (coffee for your head);Powfu, beabadoobee;sad lo-fi, sad rap;173;2:53;2020-02-08;83
2020;For The Night (feat. Lil Baby & DaBaby);Pop Smoke, Lil Baby, DaBaby;brooklyn drill, rap;190;3:10;2020-07-03;80
2020;Without Me;Halsey;electropop, etherpop, indie poptimism, pop;201;3:21;2020-01-17;83
2020;After Hours;The Weeknd;canadian contemporary r&b, canadian pop, pop;361;6:01;2020-03-20;87
2020;Still With You;Jung Kook;k-pop;239;3:59;2020-06-05;85
2020;The Adults Are Talking;The Strokes;alternative rock, garage rock, modern rock, permanent wave, rock;309;5:09;2020-04-10;80
2020;betty;Taylor Swift;pop;294;4:54;2020-07-24;79
2020;Uuuu;Steve Lacy;afrofuturism;90;1:30;2020-12-04;76
2020;this is me trying;Taylor Swift;pop;195;3:15;2020-07-24;80
2020;After Party;Don Toliver;pop rap, rap, trap;167;2:47;2020-03-13;78
2020;ONE BEER (feat. Lauren Alaina & Devin Dawson);HARDY, Lauren Alaina, Devin Dawson;contemporary country, modern country pop;173;2:53;2020-09-04;74
2020;The Thrill;Wiz Khalifa, Empire of the Sun;hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap;234;3:54;2020-11-11;78
2020;21;Polo G;chicago rap, rap;163;2:43;2020-05-15;77
2020;Lose You To Love Me;Selena Gomez;pop, post-teen pop;206;3:26;2020-01-10;83
2020;Maniac;Conan Gray;bedroom pop, pop, pov: indie;185;3:05;2020-03-20;81
2020;Let You Down;Zach Bryan;classic oklahoma country, modern country pop;209;3:29;2020-11-27;73
2020;Bottle and Mary Jane;Jelly Roll;country rap, nashville hip hop, tennessee hip hop;172;2:52;2020-03-13;73
2020;Heartbreak Anniversary;Giveon;r&b;198;3:18;2020-03-27;82
2020;hot girl bummer;blackbear;pop;188;3:08;2020-08-21;79
2020;Don't Start Now;Dua Lipa;dance pop, pop, uk pop;183;3:03;2020-03-27;84
2020;Our Time;Lil Tecca;melodic rap, pluggnb, rap;98;1:38;2020-09-18;79
2020;This Side of Paradise;Coyote Theory;;242;4:02;2020-12-11;81
2020;November Air;Zach Bryan;classic oklahoma country, modern country pop;243;4:03;2020-11-27;73
2020;Sorrows;Bryson Tiller;kentucky hip hop, r&b, rap;193;3:13;2020-10-02;76
2020;Element;Pop Smoke;brooklyn drill, rap;135;2:15;2020-02-07;80
2020;Mr. Glock;Key Glock;memphis hip hop, rap, southern hip hop, tennessee hip hop, trap;146;2:26;2020-01-31;74
2020;MIDDLE OF THE NIGHT;Elley Duhé;alt z;184;3:04;2020-01-10;86
2020;Funny Thing;Thundercat;afrofuturism, indie soul;116;1:56;2020-04-03;77
2020;We Paid (feat. 42 Dugg);Lil Baby, 42 Dugg;atl hip hop, atl trap, rap, trap;181;3:01;2020-05-01;76
2020;Levitating;Dua Lipa;dance pop, pop, uk pop;203;3:23;2020-03-27;83
2021;Wasted On You;Morgan Wallen;contemporary country;178;2:58;2021-01-08;87
2021;The Color Violet;Tory Lanez;canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap;226;3:46;2021-12-10;89
2021;Por las Noches;Peso Pluma;corridos tumbados, sad sierreno;239;3:59;2021-06-11;88
2021;Buy Dirt;Jordan Davis, Luke Bryan;contemporary country, country road;167;2:47;2021-05-21;83
2021;More Than My Hometown;Morgan Wallen;contemporary country;216;3:36;2021-01-08;81
2021;family ties (with Kendrick Lamar);Baby Keem, Kendrick Lamar;hip hop, rap;252;4:12;2021-09-10;84
2021;Knife Talk (with 21 Savage ft. Project Pat);Drake, 21 Savage, Project Pat;canadian hip hop, canadian pop, hip hop, pop rap, rap;242;4:02;2021-09-03;83
2021;Fair Trade (with Travis Scott);Drake, Travis Scott;canadian hip hop, canadian pop, hip hop, pop rap, rap;291;4:51;2021-09-03;86
2021;Son Of A Sinner;Jelly Roll;country rap, nashville hip hop, tennessee hip hop;232;3:52;2021-09-17;80
2021;raining for hours;ame;;131;2:11;2021-08-13;85
2021;7 Summers;Morgan Wallen;contemporary country;210;3:30;2021-01-08;80
2021;Wants and Needs (feat. Lil Baby);Drake, Lil Baby;canadian hip hop, canadian pop, hip hop, pop rap, rap;192;3:12;2021-03-05;82
2021;Wildest Dreams (Taylor's Version);Taylor Swift;pop;220;3:40;2021-09-17;87
2021;All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);Taylor Swift;pop;613;10:13;2021-11-12;87
2021;deja vu;Olivia Rodrigo;pop;215;3:35;2021-05-21;88
2021;good 4 u;Olivia Rodrigo;pop;178;2:58;2021-05-21;87
2021;Cover Me Up;Morgan Wallen;contemporary country;293;4:53;2021-01-08;79
2021;Freaks;Surf Curse;dreamo, indie surf, pov: indie, surf punk, vegas indie;147;2:27;2021-05-15;86
2021;Sand In My Boots;Morgan Wallen;contemporary country;202;3:22;2021-01-08;79
2021;traitor;Olivia Rodrigo;pop;229;3:49;2021-05-21;88
2021;Pain;PinkPantheress;bedroom pop;98;1:38;2021-10-15;83
2021;Happier Than Ever;Billie Eilish;art pop, electropop, pop;298;4:58;2021-07-30;88
2021;2055;Sleepy Hallow;brooklyn drill, nyc rap;123;2:03;2021-06-02;83
2021;drivers license;Olivia Rodrigo;pop;242;4:02;2021-05-21;88
2021;Shivers;Ed Sheeran;pop, singer-songwriter pop, uk pop;207;3:27;2021-10-29;87
2021;RAPSTAR;Polo G;chicago rap, rap;165;2:45;2021-06-11;81
