Year;Title;Artist;Genre;Duration (seconds);Duration (min:sec);Release Date;Popularity
2013;Cigarette Daydreams;Cage The Elephant;modern alternative rock, modern rock, pov: indie, punk blues, rock;208;3:28;2013-10-08;80
2013;Do I Wanna Know?;Arctic Monkeys;garage rock, modern rock, permanent wave, rock, sheffield indie;272;4:32;2013-09-09;89
2013;3005;Childish Gambino;atl hip hop, hip hop, rap;234;3:54;2013-12-10;80
2013;Still into You;Paramore;candy pop, pixie, pop, pop emo, pop punk, rock;216;3:36;2013-04-05;83
2013;Young And Beautiful;Lana Del Rey;art pop, pop;236;3:56;2013-01-01;87
2013;Power Trip (feat. Miguel);J. Cole, Miguel;conscious hip hop, hip hop, north carolina hip hop, rap;241;4:01;2013-06-18;79
2013;Wake Me Up;Avicii;edm, pop, pop dance;247;4:07;2013-01-01;88
2013;Play It Again;Luke Bryan;contemporary country, country, country road;226;3:46;2013-01-01;78
2013;Always Forever;Cults;experimental pop, indie surf;223;3:43;2013-10-15;81
2013;Out of My League;Fitz and The Tantrums;la indie, modern alternative rock, modern rock, pop rock, pov: indie;209;3:29;2013-05-07;75
2013;Youngest Daughter;Superheaven;dreamo, post-grunge, spacegrunge;249;4:09;2013-04-05;78
2013;i was all over her;salvia palth;countrygaze, lo-fi emo, lo-fi indie, pov: indie, slowcore, small room;161;2:41;2013-01-01;81
2013;Hold On, We're Going Home;Drake, Majid Jordan;canadian hip hop, canadian pop, hip hop, pop rap, rap;227;3:47;2013-01-01;75
2013;Pompeii;Bastille;metropopolis, modern rock, pop;214;3:34;2013-01-01;74
2013;All of Me;John Legend;neo soul, pop, pop soul, urban contemporary;269;4:29;2013-08-30;87
2013;Ribs;Lorde;art pop, metropopolis, nz pop, pop;258;4:18;2013-09-27;80
2013;That's My Kind Of Night;Luke Bryan;contemporary country, country, country road;190;3:10;2013-01-01;76
2013;Safe And Sound;Capital Cities;metropopolis, modern rock;192;3:12;2013;85
2013;Royals;Lorde;art pop, metropopolis, nz pop, pop;190;3:10;2013-09-27;82
2013;Bloom - Bonus Track;The Paper Kites;acoustic pop, australian indie folk, indie folk, stomp and holler;210;3:30;2013-03-05;78
2013;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar;east coast hip hop, hip hop, rap, trap;233;3:53;2013;78
2013;Counting Stars;OneRepublic;piano rock, pop;257;4:17;2013-01-01;88
2013;R U Mine?;Arctic Monkeys;garage rock, modern rock, permanent wave, rock, sheffield indie;201;3:21;2013-09-09;84
2013;This Is How We Roll;Florida Georgia Line, Luke Bryan;contemporary country, country, country pop, country road, modern country rock;220;3:40;2013-01-01;74
2013;Come a Little Closer;Cage The Elephant;modern alternative rock, modern rock, pov: indie, punk blues, rock;229;3:49;2013-10-08;75
2013;She Knows (feat. Amber Coffman & Cults);J. Cole, Cults, Amber Coffman;conscious hip hop, hip hop, north carolina hip hop, rap;296;4:56;2013-06-18;79
2013;Beware;Big Sean, Lil Wayne, Jhené Aiko;detroit hip hop, hip hop, pop rap, r&b, rap, trap;235;3:55;2013-01-01;73
2013;Story of My Life;One Direction;boy band, pop, post-teen pop, talent show;245;4:05;2013-11-25;84
2013;Hail to the King;Avenged Sevenfold;alternative metal, nu metal;305;5:05;2013-08-23;79
2013;Latch;Disclosure, Sam Smith;edm, house, indietronica, uk dance;255;4:15;2013-06-03;73
2013;Another Love;Tom Odell;chill pop;244;4:04;2013-06-24;91
2013;We Can't Stop;Miley Cyrus;pop;231;3:51;2013-10-04;81
2013;"Let It Go - From ""Frozen""/Soundtrack Version";Idina Menzel;hollywood, movie tunes, show tunes;223;3:43;2013-01-01;77
2013;Ain't It Fun;Paramore;candy pop, pixie, pop, pop emo, pop punk, rock;296;4:56;2013-04-05;76
2013;Can You Feel My Heart;Bring Me The Horizon;melodic metalcore, metalcore, modern rock, pop punk, rock, uk metalcore;228;3:48;2013-04-01;80
2013;From Time;Drake, Jhené Aiko;canadian hip hop, canadian pop, hip hop, pop rap, rap;322;5:22;2013-01-01;71
2013;Team;Lorde;art pop, metropopolis, nz pop, pop;193;3:13;2013-09-27;80
2013;(dream);salvia palth;countrygaze, lo-fi emo, lo-fi indie, pov: indie, slowcore, small room;84;1:24;2013-01-01;76
2013;Mirrors;Justin Timberlake;dance pop, pop;484;8:04;2013-03-15;81
2013;Stay Ready (What A Life);Jhené Aiko, Kendrick Lamar;r&b;382;6:22;2013-01-01;75
2013;Wrecking Ball;Miley Cyrus;pop;221;3:41;2013-10-04;82
2013;Another Love;Tom Odell;chill pop;244;4:04;2013-09-17;70
2013;All I Want;Kodaline;irish pop, modern rock;305;5:05;2013-06-17;82
2013;III. Urn;Childish Gambino;atl hip hop, hip hop, rap;73;1:13;2013-12-10;75
2013;Blondie;Current Joys;lo-fi indie, pov: indie;194;3:14;2013-01-02;75
2013;The Worst;Jhené Aiko;r&b;254;4:14;2013-01-01;72
2013;IFHY (feat. Pharrell);Tyler, The Creator, Pharrell Williams;hip hop, rap;319;5:19;2013-04-01;73
2013;Black Skinhead;Kanye West;chicago rap, hip hop, rap;188;3:08;2013-06-18;77
2013;Started From the Bottom;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;174;2:54;2013-01-01;70
2013;Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers];Daft Punk, Pharrell Williams, Nile Rodgers;electro, filter house, rock;248;4:08;2013-04-19;83
2013;Heart Attack;Demi Lovato;pop, post-teen pop;210;3:30;2013-01-01;80
2013;The Monster;Eminem, Rihanna;detroit hip hop, hip hop, rap;250;4:10;2013-11-05;80
2013;Applause;Lady Gaga;art pop, dance pop, pop;212;3:32;2013-11-11;78
2013;I Love It (feat. Charli XCX);Icona Pop, Charli XCX;candy pop, dance pop, electropop, metropopolis, swedish electropop, swedish synthpop;157;2:37;2013-08-27;73
2013;Fashion Killa;A$AP Rocky;east coast hip hop, hip hop, rap, trap;236;3:56;2013;74
2013;Rap God;Eminem;detroit hip hop, hip hop, rap;363;6:03;2013-11-05;78
2013;How Country Feels;Randy Houser;contemporary country, country, country road;185;3:05;2013-01-22;71
2013;Snap Out Of It;Arctic Monkeys;garage rock, modern rock, permanent wave, rock, sheffield indie;193;3:13;2013-09-09;81
2013;Best Song Ever;One Direction;boy band, pop, post-teen pop, talent show;200;3:20;2013-11-25;79
2013;Roar;Katy Perry;pop;223;3:43;2013-01-01;80
2013;The Way;Ariana Grande, Mac Miller;pop;227;3:47;2013-01-01;70
2013;Dark Horse;Katy Perry, Juicy J;pop;215;3:35;2013-01-01;80
2013;Oceans (Where Feet May Fail);Hillsong UNITED, TAYA;ccm, christian music, world worship, worship;535;8:55;2013-02-26;69
2013;Make Me Wanna;Thomas Rhett;contemporary country, country, country road, modern country rock;225;3:45;2013-01-01;69
2013;New Flesh;Current Joys;lo-fi indie, pov: indie;167;2:47;2013-01-02;74
2013;My Songs Know What You Did In The Dark (Light Em Up);Fall Out Boy;emo, modern rock, pop, pop punk, rock;186;3:06;2013-04-12;77
2013;Crooked Smile (feat. TLC);J. Cole, TLC;conscious hip hop, hip hop, north carolina hip hop, rap;278;4:38;2013-06-18;72
2013;Highway Don't Care;Tim McGraw, Taylor Swift, Keith Urban;contemporary country, country, country road;276;4:36;2013-01-01;69
2013;IV. Sweatpants;Childish Gambino;atl hip hop, hip hop, rap;180;3:00;2013-12-10;71
2013;Paint;The Paper Kites;acoustic pop, australian indie folk, indie folk, stomp and holler;191;3:11;2013-03-05;73
2013;Afraid;The Neighbourhood;modern alternative rock, modern rock, pop;251;4:11;2013-04-19;76
2013;0 To 100 / The Catch Up;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;275;4:35;2013-07-14;73
2013;Scream & Shout;will.i.am, Britney Spears;dance pop, pop;283;4:43;2013-01-01;80
2013;Hey Brother;Avicii;edm, pop, pop dance;255;4:15;2013-01-01;80
2013;Boys 'Round Here (feat. Pistol Annies & Friends);Blake Shelton, Pistol Annies;classic oklahoma country, contemporary country, country, country road;288;4:48;2013-03-26;70
2013;I Want You;Mitski;brooklyn indie, pov: indie;183;3:03;2013-08-01;74
2013;Vivir Mi Vida;Marc Anthony;latin pop, modern salsa, salsa, tropical;252;4:12;2013-07-23;78
2013;Blurred Lines;Robin Thicke, T.I., Pharrell Williams;dance pop, neo soul, pop rap, r&b, urban contemporary;263;4:23;2013-01-01;77
2013;Mi Último Deseo;Banda Los Recoditos;banda, musica mexicana, norteno;163;2:43;2013-01-01;76
2013;Bad Girls;M.I.A.;escape room, indietronica, new rave;227;3:47;2013-01-01;76
2013;All Me;Drake, 2 Chainz, Big Sean;canadian hip hop, canadian pop, hip hop, pop rap, rap;270;4:30;2013-01-01;68
2013;Cocoa Butter Kisses;Chance the Rapper, VIC MENSA, Twista;chicago rap, conscious hip hop, hip hop, pop rap, rap;307;5:07;2013-04-30;70
2013;What Are You Listening To?;Chris Stapleton;contemporary country, outlaw country;245;4:05;2013-01-01;70
2013;Pontoon;Little Big Town;contemporary country, country, country dawn, country road;212;3:32;2013-01-01;68
2013;Arabella;Arctic Monkeys;garage rock, modern rock, permanent wave, rock, sheffield indie;207;3:27;2013-09-09;79
2013;Get Lucky (feat. Pharrell Williams and Nile Rodgers);Daft Punk, Pharrell Williams, Nile Rodgers;electro, filter house, rock;369;6:09;2013-05-20;76
2013;Answer;Tyler, The Creator;hip hop, rap;230;3:50;2013-04-01;70
2013;Photograph;Ed Sheeran;pop, singer-songwriter pop, uk pop;258;4:18;2013;69
2013;Just What I Am;Kid Cudi, King Chip;hip hop, ohio hip hop, pop rap, rap;228;3:48;2013-04-12;70
2013;Dark Horse;Katy Perry, Juicy J;pop;215;3:35;2013-10-18;79
2013;"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version";Kristen Bell, Agatha Lee Monn, Katie Lopez;movie tunes;206;3:26;2013-01-01;72
2013;How To Never Stop Being Sad;dandelion hands;lo-fi emo, lo-fi indie, pov: indie;130;2:10;2013-01-01;72
2013;Talk Dirty (feat. 2 Chainz);Jason Derulo, 2 Chainz;dance pop, pop;177;2:57;2013-09-10;68
2014;No Role Modelz;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;292;4:52;2014-12-09;90
2014;Blank Space;Taylor Swift;pop;231;3:51;2014-10-27;83
2014;Style;Taylor Swift;pop;231;3:51;2014-10-27;83
2014;Lovers Rock;TV Girl;pov: indie;213;3:33;2014-06-05;88
2014;Wet Dreamz;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;239;3:59;2014-12-09;85
2014;Riptide;Vance Joy;folk-pop, modern rock;204;3:24;2014-09-09;83
2014;Shake It Off;Taylor Swift;pop;219;3:39;2014-10-27;79
2014;I Love You So;The Walters;chicago indie, pov: indie;160;2:40;2014-11-28;88
2014;Take Me to Church;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;241;4:01;2014-09-19;80
2014;New Romantics;Taylor Swift;pop;230;3:50;2014-10-27;77
2014;Work Song;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;229;3:49;2014-09-19;79
2014;Chamber Of Reflection;Mac DeMarco;edmonton indie, lo-fi indie, pov: indie;231;3:51;2014-04-01;83
2014;Shut Up and Dance;WALK THE MOON;dance rock, modern rock, pop;199;3:19;2014-12-02;85
2014;After Dark;Mr.Kitty;weirdcore;259;4:19;2014-10-06;84
2014;American Kids;Kenny Chesney;contemporary country, country, country road;182;3:02;2014-09-22;77
2014;West Coast;Lana Del Rey;art pop, pop;256;4:16;2014-01-01;86
2014;Maps;Maroon 5;pop;189;3:09;2014-09-02;86
2014;Wildest Dreams;Taylor Swift;pop;220;3:40;2014-10-27;76
2014;Bad Blood;Taylor Swift;pop;211;3:31;2014-10-27;76
2014;Time of Our Lives;Pitbull, Ne-Yo;dance pop, miami hip hop, pop;229;3:49;2014-11-21;83
2014;Love Yourz;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;211;3:31;2014-12-09;79
2014;Brooklyn Baby;Lana Del Rey;art pop, pop;351;5:51;2014-01-01;84
2014;Best Day Of My Life;American Authors;modern rock, pop rock;194;3:14;2014-01-01;82
2014;Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix;Ty Dolla $ign, The Weeknd, Wiz Khalifa, Mustard;hip hop, pop rap, r&b, southern hip hop, trap, trap soul;242;4:02;2014-06-10;81
2014;The Nights;Avicii;edm, pop, pop dance;176;2:56;2014-01-01;88
2014;Night Changes;One Direction;boy band, pop, post-teen pop, talent show;226;3:46;2014-11-17;89
2014;Trophies;Young Money, Drake;dirty south rap, pop rap, rap, southern hip hop, trap;188;3:08;2014-01-01;77
2014;Collard Greens;ScHoolboy Q, Kendrick Lamar;gangster rap, hip hop, pop rap, rap, southern hip hop, trap;299;4:59;2014-01-01;78
2014;Stay With Me;Sam Smith;pop, uk pop;172;2:52;2014-05-26;85
2014;Stolen Dance;Milky Chance;german pop, modern rock;313;5:13;2014-10-14;77
2014;Summer;Calvin Harris;dance pop, edm, electro house, house, pop, progressive house, uk dance;222;3:42;2014-10-31;85
2014;Me and My Kind;Cody Johnson;classic texas country, contemporary country;156;2:36;2014-01-14;75
2014;I'm Not The Only One;Sam Smith;pop, uk pop;239;3:59;2014-05-26;86
2014;Sugar;Maroon 5;pop;235;3:55;2014-09-02;83
2014;Wonderland;Taylor Swift;pop;245;4:05;2014-10-27;73
2014;Budapest;George Ezra;folk-pop, neo-singer-songwriter;200;3:20;2014-06-30;82
2014;Style;Taylor Swift;pop;231;3:51;2014-10-27;73
2014;A Sky Full of Stars;Coldplay;permanent wave, pop;267;4:27;2014-05-19;87
2014;House Party;Sam Hunt;;190;3:10;2014-10-27;74
2014;Doses & Mimosas;Cherub;;323;5:23;2014;73
2014;You Are In Love;Taylor Swift;pop;267;4:27;2014-10-27;73
2014;Habits (Stay High);Tove Lo;metropopolis, pop, swedish electropop, swedish pop, swedish synthpop;209;3:29;2014-01-01;75
2014;One Last Time;Ariana Grande;pop;197;3:17;2014-08-25;85
2014;Like Real People Do;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;198;3:18;2014-09-19;73
2014;First Love/Late Spring;Mitski;brooklyn indie, pov: indie;278;4:38;2014-11-11;79
2014;Counting Stars;OneRepublic;piano rock, pop;257;4:17;2014-01-01;76
2014;She Looks So Perfect;5 Seconds of Summer;boy band, pop;202;3:22;2014-06-27;73
2014;Chicago;Michael Jackson;r&b, soul;245;4:05;2014-05-09;79
2014;"Happy - From ""Despicable Me 2""";Pharrell Williams;dance pop, pop;232;3:52;2014-03-03;83
2014;Clean;Taylor Swift;pop;271;4:31;2014-10-27;72
2014;Belong to the City;PARTYNEXTDOOR;r&b, rap, urban contemporary;98;1:38;2014-07-29;77
2014;Only;Nicki Minaj, Drake, Lil Wayne, Chris Brown;hip pop, pop, queens hip hop, rap;312;5:12;2014-12-15;72
2014;The Blonde;TV Girl;pov: indie;227;3:47;2014-06-05;77
2014;Her Way;PARTYNEXTDOOR;r&b, rap, urban contemporary;216;3:36;2014-07-29;77
2014;Out Of The Woods;Taylor Swift;pop;235;3:55;2014-10-27;72
2014;Sunshine & Whiskey;Frankie Ballard;contemporary country, country road, modern country rock;182;3:02;2014-04-03;73
2014;Tumblr Girls (feat. Christoph Andersson);G-Eazy, Christoph Andersson;indie pop rap, oakland hip hop, pop rap, rap;255;4:15;2014-06-20;77
2014;Francis Forever;Mitski;brooklyn indie, pov: indie;149;2:29;2014-11-11;78
2014;Rude;MAGIC!;pop, reggae fusion;224;3:44;2014-06-25;84
2014;I Wish You Would;Taylor Swift;pop;207;3:27;2014-10-27;72
2014;Custer;Slipknot;alternative metal, nu metal, rap metal, rock;254;4:14;2014-10-15;77
2014;Animals;Maroon 5;pop;231;3:51;2014-09-02;82
2014;Bang Bang;Jessie J, Ariana Grande, Nicki Minaj;dance pop, pop;199;3:19;2014-10-14;81
2014;How You Get The Girl;Taylor Swift;pop;247;4:07;2014-10-27;71
2014;Left Hand Free;alt-J;indie rock, indietronica, modern alternative rock, modern rock, rock;173;2:53;2014-09-22;72
2014;Thinking out Loud;Ed Sheeran;pop, singer-songwriter pop, uk pop;281;4:41;2014-06-21;85
2014;G.O.M.D;J. Cole;conscious hip hop, hip hop, north carolina hip hop, rap;301;5:01;2014-12-09;74
2014;Drunk On A Plane;Dierks Bentley;contemporary country, country, country road;254;4:14;2014-01-01;72
2014;Runaway;AURORA;art pop, norwegian pop;248;4:08;2014;74
2014;Psycho Pass;Xavier Wulf;cloud rap, dark trap, memphis hip hop, underground hip hop;135;2:15;2014-10-30;73
2014;Eres Mía;Romeo Santos;bachata, latin hip hop, latin pop, urbano latino;250;4:10;2014-02-25;79
2014;Someone New;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;222;3:42;2014-09-19;72
2014;Pretty When You Cry;Lana Del Rey;art pop, pop;234;3:54;2014-01-01;79
2014;Resonance;Home;;212;3:32;2014-07-01;70
2014;Out Of The Woods;Taylor Swift;pop;235;3:55;2014-10-27;71
2014;Me And My Broken Heart;Rixton;post-teen pop, teen pop, viral pop;193;3:13;2014-01-01;79
2014;Steal My Girl;One Direction;boy band, pop, post-teen pop, talent show;228;3:48;2014-11-17;82
2014;Fireball (feat. John Ryan);Pitbull, John Ryan;dance pop, miami hip hop, pop;236;3:56;2014-11-21;77
2014;Outside (feat. Ellie Goulding);Calvin Harris, Ellie Goulding;dance pop, edm, electro house, house, pop, progressive house, uk dance;227;3:47;2014-10-31;83
2014;I Know Places;Taylor Swift;pop;195;3:15;2014-10-27;70
2014;HDMI;BONES;cloud rap, dark trap;139;2:19;2014-12-02;76
2014;Love Me Harder;Ariana Grande, The Weeknd;pop;236;3:56;2014-08-25;81
2014;Let It Go;James Bay;neo mellow, pop, uk pop;260;4:20;2014-12-15;71
2014;Jackie and Wilson;Hozier;irish singer-songwriter, modern rock, pop, pov: indie;223;3:43;2014-09-19;71
2014;Shower;Becky G;latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino;206;3:26;2014-04-23;79
2014;Propuesta Indecente;Romeo Santos;bachata, latin hip hop, latin pop, urbano latino;235;3:55;2014-02-25;81
2014;Man Of The Year;ScHoolboy Q;gangster rap, hip hop, pop rap, rap, southern hip hop, trap;216;3:36;2014-01-01;73
2014;Blank Space;Taylor Swift;pop;231;3:51;2014-10-27;70
2014;Photograph;Ed Sheeran;pop, singer-songwriter pop, uk pop;258;4:18;2014-06-21;87
2014;So High;Doja Cat;dance pop, pop;199;3:19;2014-08-05;71
2014;Chillin' It;Cole Swindell;contemporary country, country, country road, modern country rock;196;3:16;2014-02-18;70
2014;The Other Woman;Lana Del Rey;art pop, pop;181;3:01;2014-01-01;77
2014;Break Free;Ariana Grande, Zedd;pop;214;3:34;2014-08-25;78
2014;Mind Over Matter;Young the Giant;indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler;244;4:04;2014-01-17;76
2014;Welcome To New York;Taylor Swift;pop;212;3:32;2014-10-27;69
2014;All You Had To Do Was Stay;Taylor Swift;pop;193;3:13;2014-10-27;69
2014;Break Up In A Small Town;Sam Hunt;;229;3:49;2014-10-27;71
2014;Only Love Can Hurt Like This;Paloma Faith;british soul, talent show;232;3:52;2014-03-10;83
2014;Candy;Plan B;reggaeton, trap latino, urbano latino;207;3:27;2014-08-25;75
2014;Honey, I'm Good.;Andy Grammer;neo mellow, post-teen pop;199;3:19;2014-08-05;73
2015;Tennessee Whiskey;Chris Stapleton;contemporary country, outlaw country;293;4:53;2015-05-04;85
2015;Space Song;Beach House;art pop, baltimore indie, dream pop, dreamo, indie pop, indie rock, indietronica, modern dream pop;320;5:20;2015-08-28;82
2015;The Night We Met;Lord Huron;indie folk, modern rock, stomp and holler;208;3:28;2015-04-07;81
2015;Don't;Bryson Tiller;kentucky hip hop, r&b, rap;198;3:18;2015-10-02;85
2015;The Less I Know The Better;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;216;3:36;2015-07-17;87
2015;Star Shopping;Lil Peep;cloud rap, emo rap, lgbtq+ hip hop;142;2:22;2015;86
2015;The Hills;The Weeknd;canadian contemporary r&b, canadian pop, pop;242;4:02;2015-08-28;88
2015;Spin You Around;Morgan Wallen;contemporary country;212;3:32;2015-08-24;79
2015;C U Girl;Steve Lacy;afrofuturism;129;2:09;2015-02-15;82
2015;Alright;Kendrick Lamar;conscious hip hop, hip hop, rap, west coast rap;219;3:39;2015-03-16;82
2015;Daddy Issues;The Neighbourhood;modern alternative rock, modern rock, pop;260;4:20;2015-10-30;86
2015;Need 2;Pinegrove;countrygaze, new jersey indie, small room;191;3:11;2015-10-15;81
2015;Alien Blues;Vundabar;boston indie, indie garage rock, pov: indie;155;2:35;2015-07-24;83
2015;Exchange;Bryson Tiller;kentucky hip hop, r&b, rap;194;3:14;2015-10-02;81
2015;Kill Yourself (Part III);$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;145;2:25;2015-09-21;80
2015;90210 (feat. Kacy Hill);Travis Scott, Kacy Hill;hip hop, rap, slap house;339;5:39;2015-09-04;81
2015;Electric Love;BØRNS;indie poptimism, modern alternative rock, modern rock, pov: indie;218;3:38;2015-10-16;82
2015;Melting;Kali Uchis;colombian pop;208;3:28;2015-02-04;83
2015;Paris;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;111;1:51;2015-11-20;79
2015;Stressed Out;Twenty One Pilots;modern rock, pop, pov: indie, rock;202;3:22;2015-05-15;87
2015;New Person, Same Old Mistakes;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;363;6:03;2015-07-17;82
2015;Weekend (feat. Miguel);Mac Miller, Miguel;hip hop, pittsburgh rap, pop rap, rap;208;3:28;2015-09-18;79
2015;Ride;Twenty One Pilots;modern rock, pop, pov: indie, rock;214;3:34;2015-05-15;85
2015;Die A Happy Man;Thomas Rhett;contemporary country, country, country road, modern country rock;227;3:47;2015-01-01;76
2015;Right My Wrongs;Bryson Tiller;kentucky hip hop, r&b, rap;249;4:09;2015-10-02;78
2015;Can't Feel My Face;The Weeknd;canadian contemporary r&b, canadian pop, pop;213;3:33;2015-08-28;85
2015;Let Em' Know;Bryson Tiller;kentucky hip hop, r&b, rap;261;4:21;2015-10-02;77
2015;Uptown Funk (feat. Bruno Mars);Mark Ronson, Bruno Mars;pop soul;269;4:29;2015-01-12;85
2015;No Flockin';Kodak Black;florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino;165;2:45;2015-11-13;76
2015;Wait a Minute!;WILLOW;afrofuturism, pop, post-teen pop, pov: indie;196;3:16;2015-01-11;81
2015;Centuries;Fall Out Boy;emo, modern rock, pop, pop punk, rock;228;3:48;2015-01-20;82
2015;Jungle;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;320;5:20;2015-02-12;77
2015;Runnin' Thru the 7th with My Woadies;$uicideboy$, Pouya;cloud rap, dark trap, new orleans rap, underground hip hop;205;3:25;2015-09-15;76
2015;My Flaws Burn Through My Skin Like Demonic Flames from Hell;$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;167;2:47;2015-08-01;77
2015;Let It Happen;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;467;7:47;2015-07-17;82
2015;This Could Be Us;Rae Sremmurd;melodic rap, mississippi hip hop, pop rap, rap, trap;206;3:26;2015-01-06;79
2015;Eventually;Tame Impala;australian psych, modern rock, neo-psychedelic, rock;318;5:18;2015-07-17;79
2015;Trap Queen;Fetty Wap;new jersey rap, pop rap, rap, southern hip hop, trap;222;3:42;2015-09-25;76
2015;I Don't Fuck With You;Big Sean, E-40;detroit hip hop, hip hop, pop rap, r&b, rap, trap;284;4:44;2015-02-24;77
2015;oui;Jeremih;chicago rap, pop rap, r&b, southern hip hop, trap, urban contemporary;238;3:58;2015-12-04;77
2015;Love Yourself;Justin Bieber;canadian pop, pop;233;3:53;2015-11-13;86
2015;Parachute;Chris Stapleton;contemporary country, outlaw country;253;4:13;2015-05-04;76
2015;Often;The Weeknd;canadian contemporary r&b, canadian pop, pop;249;4:09;2015-08-28;82
2015;Stitches;Shawn Mendes;canadian pop, pop, viral pop;206;3:26;2015-04-14;78
2015;The Lost Soul Down;NBSPLV;;192;3:12;2015-12-09;85
2015;Come Get Her;Rae Sremmurd;melodic rap, mississippi hip hop, pop rap, rap, trap;212;3:32;2015-01-06;76
2015;Earned It (Fifty Shades Of Grey);The Weeknd;canadian contemporary r&b, canadian pop, pop;277;4:37;2015-08-28;75
2015;Lean On;Major Lazer, MØ, DJ Snake;dance pop, edm, electro house, moombahton, pop, pop dance;176;2:56;2015-11-27;77
2015;Friends;Chase Atlantic;alternative r&b;230;3:50;2015-02-21;83
2015;Love In The Dark;Adele;british soul, pop, pop soul, uk pop;285;4:45;2015-11-20;77
2015;Traveller;Chris Stapleton;contemporary country, outlaw country;222;3:42;2015-05-04;74
2015;I Know;Big Sean, Jhené Aiko;detroit hip hop, hip hop, pop rap, r&b, rap, trap;319;5:19;2015-02-24;75
2015;See You Again (feat. Charlie Puth);Wiz Khalifa, Charlie Puth;hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap;229;3:49;2015;85
2015;When We Were Young;Adele;british soul, pop, pop soul, uk pop;290;4:50;2015-11-20;76
2015;Bitch Better Have My Money;Rihanna;barbadian pop, pop, urban contemporary;219;3:39;2015-03-26;79
2015;I Serve the Base;Future;atl hip hop, hip hop, rap, southern hip hop, trap;190;3:10;2015-07-17;75
2015;My House;Flo Rida;dance pop, miami hip hop, pop, pop rap;192;3:12;2015-04-07;78
2015;Devil Town;Cavetown;bedroom pop, indie pop, pov: indie;179;2:59;2015-11-09;77
2015;Fourth of July;Sufjan Stevens;art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter;279;4:39;2015-03-31;81
2015;Lord Pretty Flacko Jodye 2 (LPFJ2);A$AP Rocky;east coast hip hop, hip hop, rap, trap;126;2:06;2015-05-26;75
2015;679 (feat. Remy Boyz);Fetty Wap, Remy Boyz;new jersey rap, pop rap, rap, southern hip hop, trap;196;3:16;2015-06-29;76
2015;Energy;Drake;canadian hip hop, canadian pop, hip hop, pop rap, rap;181;3:01;2015-02-12;75
2015;FourFiveSeconds;Rihanna, Kanye West, Paul McCartney;barbadian pop, pop, urban contemporary;188;3:08;2015-01-24;80
2015;Homegrown;Zac Brown Band;contemporary country, country, country road, modern country rock;205;3:25;2015-04-28;73
2015;Loud and Heavy;Cody Jinks;classic texas country, modern southern rock, outlaw country;230;3:50;2015-01-12;72
2015;Daylight;Watchhouse;new americana, north carolina roots, progressive bluegrass, stomp and holler;193;3:13;2015-05-05;72
2015;Scars To Your Beautiful;Alessia Cara;canadian contemporary r&b, canadian pop, pop;230;3:50;2015-11-13;81
2015;Dark Beach;Pastel Ghost;dark synthpop;222;3:42;2015-03-10;78
2015;She Knows;Ne-Yo, Juicy J;dance pop, pop, r&b, urban contemporary;214;3:34;2015-01-20;71
2015;CLYDE (I Hope at Least One of My Ex-Girlfriends Hears This);$uicideboy$;cloud rap, dark trap, new orleans rap, underground hip hop;152;2:32;2015-11-03;73
2015;Pacify Her;Melanie Martinez;alt z, electropop, pop;220;3:40;2015-08-14;79
2015;Chandelier;Sia;australian dance, australian pop, pop;216;3:36;2015-05-04;73
2015;Sorry;Justin Bieber;canadian pop, pop;200;3:20;2015-11-13;83
2015;Cheerleader - Felix Jaehn Remix Radio Edit;OMI;reggae fusion;180;3:00;2015-10-16;70
2015;The Percocet & Stripper Joint;Future;atl hip hop, hip hop, rap, southern hip hop, trap;148;2:28;2015-07-17;73
2015;Art Deco;Lana Del Rey;art pop, pop;295;4:55;2015-09-18;80
